databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	faction	subtitle	cost	requires	provides	fighting	power	body	rarity	designators	text
twofistedtales_torch_the_place_2ft	Torch the Place!	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-TorchThePlace.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Jammers	Event	1	{jam}{jam}					Common	torch place	Play during an attack against a Site :: Inflict X damage on that Site. X= the number of Characters attacking it.
twofistedtales_you_fell_into_my_trap_2ft	You Fell Into My Trap!	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-YouFellIntoMyTrap.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Eaters of the Lotus	Event	0	{lot}					Common	you fell my trap	Play when an opponent declares an attack against a Site you control and you control no Characters :: Play a Character with a cost of 3 or less at no cost.
twofistedtales_ape_city_2ft	Ape City	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-ApeCity.jpg	default	Site	Two-Fisted Tales	twofistedtales	playerNDeck	Jammers	Jungle Site	1	{jam}	{jam}		1	8	Rare	ape city jungle	Unique. All Characters you control that are not <Monkey>, <Ape>, <Gorilla>, <Simian>, or <Chimp> inflict -1 damage.
twofistedtales_athena_2ft	Athena	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Athena.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Ascended	Reascended Owl Mastermind	4	{asc}{asc}{tek}{tek}	{asc}{tek}	3			Rare	athena reascended owl mastermind	Unique. Your hand size is increased by 3. +X Fighting. X= the number of {tek} in your pool.
twofistedtales_aztec_mummy_2ft	Aztec Mummy	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-AztecMummy.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Four Monarchs	Undead Guardian	3	{mon}{mag}	{mon}	4			Uncommon	aztec mummy undead guardian	Takes double damage from <Fire> cards. Turn a <Temple> or <Tomb> Site you control to give this card +1 Fighting until the end of the turn. Turn a <Priest> or <Priestess> Character you control to give this card Toughness: 1 until the end of the turn.
twofistedtales_aztec_pyramid_2ft	Aztec Pyramid	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-AztecPyramid.jpg	default	Site	Two-Fisted Tales	twofistedtales	playerNDeck	Feng Shui Site	Feng Shui Site					1	6	Uncommon	aztec pyramid	At the end of the turn, if this card is unturned and there is no coin on it, flip a coin and leave it on this card. At any time a player has to flip a coin, you may immediately remove the coin on this card, and its result is the result of the flip. Turn to remove the coin on this card.
twofistedtales_bad_colonel_2ft	Bad Colonel	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-BadColonel.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Ascended	Pledged Hood Warlord	2	{asc}	{asc}	2			Uncommon	bad colonel pledged hood warlord	Turn and maintain to take control of a <Soldier> card. All <Soldiers> you control gain the designator <Hood> and +1 damage.
twofistedtales_blitzkrieg_2ft	Blitzkrieg	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Blitzkrieg.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Architects of the Flesh	Event	1	{arc}{arc}					Uncommon	blitzkrieg	Limited. Unturn all attacking <Soldier> Characters.
twofistedtales_booby_trap_2ft	Booby Trap	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-BoobyTrap.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Dragons	Event	1	{dra}					Common	booby trap	Play during an attack on a Site you control :: Inflict 3 non-combat damage on that Site and all Characters at its location.
twofistedtales_boobytrapped_tomb_2ft	Booby-Trapped Tomb	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-BoobyTrappedTomb.jpg	default	Site	Two-Fisted Tales	twofistedtales	playerNDeck	Feng Shui Site	Feng Shui Site					1	8	Common	booby trapped tomb	When this Site is revealed, you may inflict 3 damage on target Character at its location.
twofistedtales_breath_of_the_dragon_2ft	Breath of the Dragon	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-BreathOfTheDragon.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Guiding Hand	Event	1	{han}{chi}{chi}{chi}					Common	breath dragon	Limited. Until the end of the turn, target attacker gains Toughness: 2 and +3 damage.
twofistedtales_bullwhip_2ft	Bullwhip	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Bullwhip.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	Dragons	State	1	{dra}					Common	bullwhip	Limited. Weapon. Subject Character gains +1 damage while this is unturned. Turn to turn a Character at subject's location; that Character ceases intercepting.
twofistedtales_captain_jake_molloy_2ft	Captain Jake Molloy	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-CaptainJakeMolloy.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Dragons	Daredevil Pilot	4	{dra}{dra}{dra}	{dra}	6			Rare	captain jake molloy daredevil pilot	Unique. Guts. Mobility. When he is targeted by a non-Character card, you may discard a card of the same type to cancel the effect targeting him.
twofistedtales_carmen_zhou_2ft	Carmen Zhou	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-CarmenZhou.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Guiding Hand	Leader of the Swords of Heaven	2	{han}{han}	{han}{chi}	2			Uncommon	carmen zhou leader sword heaven	Unique. Gains +1 Fighting until she leaves play when a Feng Shui Site is revealed.
twofistedtales_casbah_2ft	Casbah	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Casbah.jpg	default	Site	Two-Fisted Tales	twofistedtales	playerNDeck	Unaligned	Site	2				1	5	Uncommon	casbah	If this Site is in your front row when an opponent plays a 0-cost Event, you may steal 1 Power from him or her.
twofistedtales_chang_2ft	Chang	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Chang.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Eaters of the Lotus	Red Scorpion Hood Martial Artist	5	{lot}{lot}	{lot}{chi}	7			Rare	chang red scorpion hood martial artist	Unique. When he is damaged, you may inflict 1 damage on any Character at his location. When he smokes a Character by inflicting combat damage, remove X damage from him. X= half (round up) the cost of the smoked Character.
twofistedtales_charge_of_the_righteous_2ft	Charge of the Righteous	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-ChargeOfTheRighteous.jpg	default	Edge	Two-Fisted Tales	twofistedtales	playerNDeck	Guiding Hand	Edge	0	{han}{han}					Uncommon	charge righteous	Limited. Put a counter on this card when an attacker you control is smoked. Turn and remove all counters to give an attacker +X Fighting until the end of the turn. X= the number of counters removed.
twofistedtales_cliffhanger_2ft	Cliffhanger	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Cliffhanger.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Dragons	Event	0	{dra}{dra}					Uncommon	cliffhanger	Limited. Play when a Unique Character you control that requires resources is smoked by an opponent. Cut your deck and reveal the top card. You may play it at no cost, regardless of type.
twofistedtales_colonel_wilhelm_reiger_2ft	Colonel Wilhelm Reiger	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-ColonelWilhelmReiger.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Architects of the Flesh	Buro Agent	2	{arc}{arc}	{arc}{tek}	2			Rare	colonel wilhelm reiger buro agent	Unique. All <Battleground> Sites you control gain Toughness: 1. Turn a <Battleground> Site you control to give target <Soldier> Character +2 Fighting until the end of the turn.
twofistedtales_curse_of_itzcoliuhqui_2ft	Curse of Itzcoliuhqui	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-CurseOfItzcoliuhqui.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	Four Monarchs	Darkness State	0	{mon}{mag}					Common	curse itzcoliuhqui darkness	Subject Character inflicts -1 damage. When subject is declared as an attacker or interceptor, its controller must discard one card at random.
twofistedtales_damsel_in_distress_2ft	Damsel in Distress	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DamselInDistress.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Dragons	Event	1	{dra}					Uncommon	damsel distress	Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. The winner may return a Character with a cost of 3 or less from his or her smoked pile to play.
twofistedtales_david_maxwell_2ft	David Maxwell	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DavidMaxwell.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Dragons	Man About Town	2	{dra}{dra}{dra}	{dra}	2			Uncommon	david maxwell man about town	Unique. Generates one Power during your Establishing Shot. Immediately return"The Nemesis"to its owner's hand when this card enters play.
twofistedtales_deadly_hands_2ft	Deadly Hands	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DeadlyHands.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	Guiding Hand	Kung Fu State	1	{han}{han}					Common	deadly hand kung fu	Play on a Character. Discard a card :: Subject gains +1 Fighting until the end of the turn.
twofistedtales_deathtrap_2ft	Deathtrap	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Deathtrap.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	Eaters of the Lotus	State	1	{lot}					Common	deathtrap	When any Character enters combat with subject Site, inflict 1 damage on that Character. (Before combat damage is dealt.)
twofistedtales_difficulty_at_the_beginning_2ft	Difficulty at the Beginning	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DifficultyAtTheBeginning.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Guiding Hand	Event	1	{han}					Uncommon	difficulty beginning	Play when an opponent plays a card :: Toast that card. That opponent may pay 1 Power in response to cancel this card.
twofistedtales_disguise_kit_2ft	Disguise Kit	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DisguiseKit.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	High Tech	State	0	{tek}					Uncommon	disguise kit	Play on a non-Unique Character that requires no resources. Characters that require resources cannot intercept subject.
twofistedtales_disintegrator_ray_2ft	Disintegrator Ray	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DisintegratorRay.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	High Tech	State	1	{tek}{tek}					Uncommon	disintegrator ray	Weapon. Subject Character gains +1 Fighting. If subject would smoke a Character by inflicting combat damage, toast that Character instead.
twofistedtales_dr_amanda_snow_2ft	Dr. Amanda Snow	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DrAmandaSnow.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Dragons	Treasure Hunter	4	{dra}{dra}{dra}	{dra}	6			Rare	dr amanda snow treasure hunter	Unique. Guts. Not affected by effects generated by opponents' Sites, and takes no damage from them. Once per turn, you may play a State on her from any player's smoked pile, ignoring resource conditions.
twofistedtales_dr_ivan_vasilovich_2ft	Dr. Ivan Vasilovich	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DrIvanVasilovich.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Jammers	Mad Scientist	3	{jam}{jam}{jam}	{jam}{tek}	4			Rare	dr ivan vasilovich mad scientist	Unique. Heal all {jam} Characters when he enters play. Turn to gain 2 Power when an opponent plays an Event.
twofistedtales_dr_klaus_herrbruck_2ft	Dr. Klaus Herrbruck	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-DrKlausHerrbruck.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Architects of the Flesh	CDCA Scientist	1	{arc}{arc}	{arc}{tek}	1			Rare	dr klaus herrbruck cdca scientist	Unique. All non-Character, non-Site {tek} cards in your smoked pile have Reload: 1.
twofistedtales_drugged_2ft	Drugged!	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Drugged.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	Eaters of the Lotus	State	0	{lot}{lot}					Common	drugged	Subject Character inflicts -2 damage. Damage inflicted on subject cannot be reduced.
twofistedtales_eisenriese_2ft	Eisenriese	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-Eisenriese.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	Architects of the Flesh	State	2	{arc}{tek}{tek}					Common	eisenriese	Vehicle. Subject Character gains +1 Fighting, Toughness: 1, and +3 damage to Sites.
twofistedtales_electrogauntlet_2ft	Electro-Gauntlet	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-ElectroGauntlet.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	High Tech	State	0	{tek}					Common	electro gauntlet	Weapon. Play on a Character. This card enters play with 1 counter on it. Put 1 counter on this card at the start of your turn. Turn to put 1 counter on this card. Turn and remove X counters to give subject +X damage until the end of the turn.
twofistedtales_elsa_winterhagen_2ft	Elsa Winterhagen	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-ElsaWinterhagen.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Architects of the Flesh	Supersoldier	6	{arc}{arc}	{arc}	10			Rare	elsa winterhagen super soldier	Unique. You may inflict 3 damage on this card, which cannot be reduced or redirected, to redirect all damage that would be inflicted on her by a single source to any Character that is not the source of the damage.
twofistedtales_faceless_minions_2ft	Faceless Minions	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-FacelessMinions.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Purists	Cultist Swarm	2		{pur}{mag}	2			Common	faceless minion cultist swarm	When this card is smoked, inflict 1 damage on all opponents’ Characters at this card’s last location.
twofistedtales_far_too_much_dynamite_2ft	Far Too Much Dynamite	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-FarTooMuchDynamite.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Jammers	Event	1	{jam}{jam}					Common	far too much dynamite	Play when a Character you control is smoked by target Character that was intercepting or attacking it :: Smoke target.
twofistedtales_femme_fatale_2ft	Femme Fatale	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-FemmeFatale.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Ascended	Sinister Seductress	2	{asc}	{asc}	2			Uncommon	femme fatale sinister seductress	Turn during an attack on a card you control. Target Character controlled by an opponent gains Mobility until the end of the attack, and must be declared as an interceptor if possible.
twofistedtales_fire_martyr_2ft	Fire Martyr	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-FireMartyr.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Four Monarchs	Netherworld Assassin	3	{mon}{mon}	{mon}	2			Uncommon	fire martyr netherworld assassin	When he turns to attack, he gains +4 Fighting until the end of the turn.
twofistedtales_fortuitous_chi_2ft	Fortuitous Chi	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-FortuitousChi.jpg	default	State	Two-Fisted Tales	twofistedtales	playerNDeck	Chi	State	2	{chi}{chi}{chi}					Uncommon	fortuitous chi	Play on a Character you control. Subject and all characters you control sharing a designator with it cannot turn to attack Characters. They cannot be removed from play by, and take no damage from, opponents' Events.
