databaseId	name	imageUrl	cardBack	type	set	class	race	skills	homeSite	mind	influence	gi	prowess	body	strikes	playable	mp	sp	magic	specific	corruption	region	sitePath	draw	opponentDraw	rarity	text	loadGroupId
Wizards_River	River	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-River.jpg	default	Hazard	Wizards	Short-event																				CA2	Playable on a site. If a company that has moved to this site this turn does not tap a ranger, it must do nothing during its site phase. {cyan} UEP: Tapping a single ranger to meet the requirements of River also meets the requirements of any other Rivers already played and resolved on the same site.	playerNDeck
Wizards_Rogrog	Rogrog	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Rogrog.jpg	default	Hazard	Wizards	Creature	Trolls						13	8	1	{d}{S}{D}	2									R	Unique. Troll. One strike.	playerNDeck
Wizards_Shelob	Shelob	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Shelob.jpg	default	Hazard	Wizards	Creature/Permanent-event	Spiders						18	9	1		6									R	Unique. Spider. Spawn. May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may be played at any site in Imlad Morgul or Gorgoroth. If Doors of Night is in play, Shelob may be played as a permanent-event that gives +1 prowess and +1 strikes to all Spider and Animal attacks. She may opt to attack from a permanent-event state and receive these bonuses, but her attack counts as one against the hazard limit. Discard when Shelob attacks or when Doors of Night leaves play.	playerNDeck
Wizards_Siege	Siege	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Siege.jpg	default	Hazard	Wizards	Permanent-event										{B}{F}										R	Playable on a Border-hold [{B}] or Free-hold [{F}] site. A company at this site must face an Orc attack of three strikes at 7 prowess at the beginning of its site phase. At the end of the organization phase, a company at a site with Siege on it must make a roll (or draw a #) andsubtract one from the result for every non-scout character it contains. If this result is less than 5, the company may not move this turn. Discard when the site card is discarded or when the site card is returned to the location deck. Cannot be duplicated on a given site.	playerNDeck
Wizards_SilentWatcher	Silent Watcher	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-SilentWatcher.jpg	default	Hazard	Wizards	Creature	Pukel-creature						8	-	1/each	{S}{D}	1									R	Pukel-creature. Each character in the company faces one strike.	playerNDeck
Wizards_Slayer	Slayer	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Slayer.jpg	default	Hazard	Wizards	Creature	Slayer						11	-	2	{b}{B}	2									CA	Slayer. Two attacks (of one strike each) against the same character. Attacker chooses defending character. The defender may tap one character in the same company to cancel one of these attacks.	playerNDeck
Wizards_Smaug	Smaug	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Smaug.jpg	default	Hazard	Wizards	Creature	Dragon						17	8	2		5									R	"Unique. May be played at The Lonely Mountain. Dragon. Two strikes. Attacker chooses defending character. If Doors of Night is in play, may also be played keyed to Grey Mountain Narrows, Iron Hills, Northern Rhovanion, and Withered Heath; and may also be played at sites in these regions."	playerNDeck
Wizards_Snowstorm	Snowstorm	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Snowstorm.jpg	default	Hazard	Wizards	Long-event																				R	Environment. Playable only if Doors of Night is in play. Each moving company with a Wilderness [{w}] in its site path must return to its site of origin. Cannot be duplicated.	playerNDeck
Wizards_StormsofOsse	Storms of Osse	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-StormsOfOsse.jpg	default	Hazard	Wizards	Long-event																				R	Environment. Playable only if Doors of Night is in play. Each non-haven site in play with a Coastal Sea in its site path is tapped. Cannot be duplicated.	playerNDeck
Wizards_TheBalanceofThings	The Balance of Things	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TheBalanceOfThings.jpg	default	Hazard	Wizards	Long-event																				R	Unique. Each character has the corruption points doubled for one of his sources of corruption (the player controlling the character chooses).	playerNDeck
Wizards_TheBurdenofTime	The Burden of Time	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TheBurdenOfTime.jpg	default	Hazard	Wizards	Permanent-event															2					U	Corruption. Playable on an Elf not in a Haven [{H}]. Target Elf receives 2 corruption points and must make a corruption check during each of his untap phases if he is not in a Haven. Cannot be duplicated on a given Elf. During his organization phase, an Elf with this card may tap to attempt to remove it. Make a roll (or draw a #): if this result is greater than 7, discard this card.	playerNDeck
Wizards_TheGreatGoblin	The Great Goblin	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TheGreatGoblin.jpg	default	Hazard	Wizards	Creature	Orcs						12	7	1	{D}	2									R	Unique. Orc. One strike. May also be played on a company moving from Rivendell to Lorien or from Lorien to Rivendell. May also be played keyed to High Pass and at sites in High Pass.	playerNDeck
Wizards_TheNazgulareAbroad	The Nazgul are Abroad	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TheNazgulAreAbroad.jpg	default	Hazard	Wizards	Permanent-event																				R	Nazgul may attack the company containing the bearer of The One Ring at any site that is not a Free-hold [{F}] or Haven [{H}]. Nazgul may attack any company possessing any ring in a Shadow-land [{s}] or Shadow-hold [{S}]. If Doors of Night is in play, at the end of each turn, each player may return one Nazgul permanent-event from his discard pile to his hand. Cannot be duplicated.	playerNDeck
Wizards_ThePaleSword	The Pale Sword	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-ThePaleSword.jpg	default	Hazard	Wizards	Permanent-event															6					R	"Unique. A Nazgul's prowess is modified by +1; if used with the Witch-king of Angmar, his prowess is increased by +1 plus the number of Nazgul permanent-events in play. Discard if attack doesn't wound a character. Corruption. One character wounded by an attack modified by this card receives 6 corruption points (place this card under the character). If at a haven [{H}] during his untap phase, a character with this card may attempt to remove it instead of untapping or healing. Make a roll (or draw a #): if this result is greater than 5, discard this card. May not be duplicated on a given Nazgul."	playerNDeck
Wizards_ThePrecious	The Precious	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-ThePrecious.jpg	default	Hazard	Wizards	Short-event																				R	A character in the same company as The One Ring (not the bearer himself) must make a corruption check modified by -2. If he fails, discard The One Ring along with the target character.	playerNDeck
Wizards_TheRingsBetrayal	The Ring's Betrayal	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TheRingsBetrayal.jpg	default	Hazard	Wizards	Short-event																				U	The bearer of a Ring must make a corruption check modified by -2. If the bearer fails this corruption check, his Ring is discarded, but he remains in play.	playerNDeck
Wizards_TheWillofSauron	The Will of Sauron	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TheWillOfSauron.jpg	default	Hazard	Wizards	Permanent-event																				R	Playable only if Doors of Night is in play. All hazard long-events remain in play until this card is discarded. Discard this card when Doors of Night leaves play, or when any play deck is exhausted. When this card is discarded, all hazard long-events are discarded. Cannot be duplicated.	playerNDeck
Wizards_TheWilloftheRing	The Will of the Ring	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TheWillOfTheRing.jpg	default	Hazard	Wizards	Short-event																				R	The bearer of The One Ring makes a corruption check modified by -4.	playerNDeck
Wizards_Thief	Thief	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Thief.jpg	default	Hazard	Wizards	Creature	Men						15	-	1	{b}{B}	1									R	"Men. One strike. For each successful strike, an item held by the defending company must be discarded (defender's choice); the defending character is not harmed."	playerNDeck
Wizards_TomTuma	Tom (Tuma)	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TomTuma.jpg	default	Hazard	Wizards	Creature	Trolls						13	-	1	{w}{w}	1									U	Unique. Troll. One strike. If played after Bert or William and if keyed to the same site path against the same company, each character wounded by Tom must discard all non-special items he bears. Two Wildernesses [{w}] in site path are required. {green} DCE: Add a body value of 8.	playerNDeck
Wizards_TookishBlood	Tookish Blood	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-TookishBlood.jpg	default	Hazard	Wizards	Short-event																				CB	"Playable on a Hobbit character. The Hobbit's player must make a roll (or draw a #); return the Hobbit to the player's hand if the result plus his unused general influence is less then 11. If the Hobbit is removed from play, one of his items may be transferred to another character in his company; any other cards under his control are discarded. Alternatively, this card can be played as a resource card. For the rest of the turn, the target Hobbit cannot be discarded or returned to its owner's hand for any reason."	playerNDeck
Wizards_Traitor	Traitor	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Traitor.jpg	default	Hazard	Wizards	Permanent-event																				R	When the next character fails a corruption check, he becomes a traitor and an attack is immediately made against a character in the traitor's company. The character to be attacked is chosen by the player who does not control the traitor's company. The prowess of the attack is equal to the prowess of the traitor plus 10. Any resulting body check is modified by +1. This card is  discarded when a character fails his corruption check.	playerNDeck
Wizards_Twilight	Twilight	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Twilight.jpg	default	Hazard	Wizards	Short-event																				CA2	Environment. One environment card in play is immediately discarded. This card may also be played as a resource. This card may be played at any time during any player's turn.	playerNDeck
Wizards_UvathatheHorseman	Uvatha the Horseman	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-UvathaTheHorseman.jpg	default	Hazard	Wizards	Creature/Permanent-event	Nazgul						15	9	1	{d}{D}	5									R	"Unique. Nazgul (9th). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Harondor, Horse Plains, Gorgoroth, and Khand; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Uvatha the Horseman becomes a short-event and you may bring one hazard creature from your discard pile to your hand. {green}  DCE: As a creature, may also be played keyed to Gap of Khand, Horse Plains, Gorgoroth, and Khand; and may also be played at sites in these regions."	playerNDeck
Wizards_WakeofWar	Wake of War	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-WakeOfWar.jpg	default	Hazard	Wizards	Long-event																				U	The number of strikes and prowess of each Wolf, Spider, and Animal attack are increased by one (by two for Wolves if Doors of Night is in play). Cannot be duplicated.	playerNDeck
Wizards_Wargs	Wargs	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Wargs.jpg	default	Hazard	Wizards	Creature	Wolves						9	-	2	{b}{w}{s}	1									CA2	Wolves. Two strikes.	playerNDeck
Wizards_WatcherintheWater	Watcher in the Water	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-WatcherInTheWater.jpg	default	Hazard	Wizards	Creature	Animals						8	-	1/each	{w}{w}{c}	1									U	Animal. Each character in the company faces one strike. May also be played at Moria. Two Wildernesses [{w}] in the site path are required.	playerNDeck
Wizards_WearinessoftheHeart	Weariness of the Heart	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-WearinessOfTheHeart.jpg	default	Hazard	Wizards	Short-event																				CA2	The prowess of a character is modified by -1 until the end of the turn. Alternatively, the target character is forced to make a corruption check. Cannot be duplicated.	playerNDeck
Wizards_WilliamWuluag	William (Wuluag)	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-WilliamWuluag.jpg	default	Hazard	Wizards	Creature	Trolls						11	-	1	{w}{s}{d}{S}{D}	1									U	Unique. Troll. One strike. If played after Bert or Tom and if keyed to the same site path against the same company, each character wounded by William must discard all non-special items he bears. {green} DCE: Add a body value of 8.	playerNDeck
Wizards_WitchkingofAngmar	Witch-king of Angmar	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-WitchKingOfAngmar.jpg	default	Hazard	Wizards	Creature/Permanent-event	Nazgul						17	12	1	{d}{D}	6									R	"Unique. Nazgul (1st). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Angmar, Gundabad, Gorgoroth, and Imlad Morgul; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Witch-king of Angmar becomes a long-event and causes all Shadow-holds [{S}] to become Dark-holds [{D}]."	playerNDeck
Wizards_Wolves	Wolves	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Wolves.jpg	default	Hazard	Wizards	Creature	Wolves						8	-	3	{b}{w}	1									CA2	Wolves. Three strikes.	playerNDeck
Wizards_WordsofPowerandTerror	Words of Power and Terror	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-WordsOfPowerAndTerror.jpg	default	Hazard	Wizards	Short-event																				R	Modify the prowess of all characters in a company attacked by a Nazgul by -1 until the end of the turn. Cannot be duplicated on a given company.	playerNDeck
