databaseId	name	imageUrl	cardBack	type	attributes	languages	value	sanity	summon	unique	dimension	past	region	city	beginningSanity	maxSanity	education	handSize	minimum	maximum	rarity	text	packName	set	loadGroupId
Scooby_Scooby544	Uncle Dave's Cabin	mythos/scooby/Mythos-Scooby-UncleDavesCabin.jpg	default	Location	Country, Hangout, Tome			5		Unique	New Aeon		Scooby Doo Country									Randomly Discard one card from your hand. During each additional Turn that you remain here you may Bury one Phobia affecting your Investigator	Scooby	Scooby	playerNDeck
Scooby_Scooby545	Uncle Nathaniel's Place	mythos/scooby/Mythos-Scooby-UncleNathanielsPlace.jpg	default	Location	Country, Hangout, House			5		Unique			Scooby Doo Country									Reveal the top card of your Mythos deck. If card revealed is a Monster, it attacks you immediately, (Allies my defend), then Discard it. Discard any other card drawn. For each additional Turn that you remain here you may Bury one Phobia affecting your Investigator	Scooby	Scooby	playerNDeck
Scooby_Scooby546	Wax Museum	mythos/scooby/Mythos-Scooby-WaxMuseum.jpg	default	Location	City, Museum, Artifact						New Aeon		Scooby Doo Country									Your Artist Allies add 1 point to their card value when this is your Current Location	Scooby	Scooby	playerNDeck
Scooby_Scooby547	Wax Works	mythos/scooby/Mythos-Scooby-WaxWorks.jpg	default	Location	City, Gate, Museum, Underground			-1			New Aeon		Scooby Doo Country									When this card becomes your Current Location you mayu immediately use its gate to play Monster(s).	Scooby	Scooby	playerNDeck
Scooby_Scooby548	Witchdoctor's Haunted Hut	mythos/scooby/Mythos-Scooby-WitchdoctorsHauntedHut.jpg	default	Location	Island, Gate, Tome			-1			New Aeon		Scooby Doo Country									You ma not use a Travel By Car or Travel By Train event to reach this location.	Scooby	Scooby	playerNDeck
Scooby_Scooby549	Wolfs End Lodge	mythos/scooby/Mythos-Scooby-WolfsEndLodge.jpg	default	Location	Country, Gate, Tome						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby550	Zeb Perkin's Place	mythos/scooby/Mythos-Scooby-ZebPerkinsPlace.jpg	default	Location	Country, House								Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby701	10,000 Volt Ghost	mythos/scooby/Mythos-Scooby-10000VoltGhost.jpg	default	Monster	Lesser Independent		1				New Aeon											Generates dangerours electric charges. Randomly Bury one defending Ally when Threat is revealed.	Scooby	Scooby	playerNDeck
Scooby_Scooby702	Charlie The Robot	mythos/scooby/Mythos-Scooby-CharlieTheRobot.jpg	default	Monster	Greater Servitor, Corrupt Worker	Binary	4		Invisible at Night	Unique	New Aeon											Use a City/Artifact Gate to play as an Ally. When Charlie The Robot is revealed in Combat, you may Bypass Combat with opponent's Threat.	Scooby	Scooby	playerNDeck
Scooby_Scooby703	Dr. Coffin	mythos/scooby/Mythos-Scooby-DrCoffin.jpg	default	Monster	Living Dead, Corrupt Cultist	English & Latin	1																Scooby	Scooby	playerNDeck
Scooby_Scooby704	Ebenezer Crabb	mythos/scooby/Mythos-Scooby-EbenezerCrabb.jpg	default	Monster	Living Dead, Corrupt Cultist	English & Latin	1																Scooby	Scooby	playerNDeck
Scooby_Scooby705	Evil Henchmen	mythos/scooby/Mythos-Scooby-EvilHenchmen.jpg	default	Monster	Lesser Independent, Corrupt Worker	English & Latin	1															Bury this card if opposing Police Detective Allies in Combat. Joins Evil Henchmen.	Scooby	Scooby	playerNDeck
Scooby_Scooby706	Gator Ghoul	mythos/scooby/Mythos-Scooby-GatorGhoul.jpg	default	Monster	Lesser Independent		2															Add 1 point to the vaue of this card if the Current Location of you or your oppoent features the Water Attribute.	Scooby	Scooby	playerNDeck
Scooby_Scooby707	Ghastly Goons	mythos/scooby/Mythos-Scooby-GhastlyGoons.jpg	default	Monster	Lesser Servitor		1															Joins other Ghastly  Goons	Scooby	Scooby	playerNDeck
Scooby_Scooby708	Ghost of Captain Cutler	mythos/scooby/Mythos-Scooby-GhostOfCaptainCutler.jpg	default	Monster	Living Dead, Corrupt Cultist		1															Add 1 point to the vaue of this card if your opponent is in a Water Location	Scooby	Scooby	playerNDeck
Scooby_Scooby709	Ghost of Elias Kingston	mythos/scooby/Mythos-Scooby-GhostOfEliasKingston.jpg	default	Monster	Living Dead		1															When Directed Threat is revealed randomly choose one of your opponent's Allies (Defending ro not) and Flip cards face-Down.	Scooby	Scooby	playerNDeck
Scooby_Scooby710	Ghost of Injun Joe	mythos/scooby/Mythos-Scooby-GhostOfInjunJoe.jpg	default	Monster	Living Dead		1															Add 1 point to this card's value if your opponent is in an Underground Location. Bury this card if it is currently Day.	Scooby	Scooby	playerNDeck
Scooby_Scooby711	Ghost of Zen Tuo	mythos/scooby/Mythos-Scooby-GhostOfZenTuo.jpg	default	Monster	Lesser Independent		2	-1														Each Ghost of Zen Tuo surviving to affect your oppoent's Allies or Investigator also steals one chosen Artifact. Your opponent must Bury the Card in his or her Story Deck. Joins Servants of Zen Tuo.	Scooby	Scooby	playerNDeck
Scooby_Scooby712	Ghost Shaman	mythos/scooby/Mythos-Scooby-GhostShaman.jpg	default	Monster	Living Dead		2															Add 1 point to the value of this card if your Investigator is in any Ruins Location or if any Night card is in play.	Scooby	Scooby	playerNDeck
Scooby_Scooby713	Headless Specter	mythos/scooby/Mythos-Scooby-HeadlessSpecter.jpg	default	Monster	Living Dead		2															Add 1 point to the value of this card at Night. Joins other Living Dead.	Scooby	Scooby	playerNDeck
Scooby_Scooby714	Kelp Monster	mythos/scooby/Mythos-Scooby-KelpMonster.jpg	default	Monster	Lesser Independent		1															Add 1 point to the value of this card when attacking an Investigator who is at a Water Location. Add 2 points if target Inverstigator is currently using a Travel By Sea Event as their curreny Location.	Scooby	Scooby	playerNDeck
Scooby_Scooby715	Monster From The Future	mythos/scooby/Mythos-Scooby-MonsterFromTheFuture.jpg	default	Monster	Lesser Independent		2				New Aeon											Increase the Value of this Monster by 2 points if Summoned. Joins any Monster From The Future.	Scooby	Scooby	playerNDeck
Scooby_Scooby716	Mummy (v2)	mythos/scooby/Mythos-Scooby-MummyV2.jpg	default	Monster	Living Dead		1															Add 1 point to the value of this card if either you or your Opponent is in a Cemetary or Museum Location.	Scooby	Scooby	playerNDeck
Scooby_Scooby717	Servants Of Zen Tuo	mythos/scooby/Mythos-Scooby-ServantsOfZenTuo.jpg	default	Monster	Lesser Servitor		1															Joins both Ghost of Zen Tuo and Servants of Zen Tuo.	Scooby	Scooby	playerNDeck
Scooby_Scooby718	Spooky Space Kook	mythos/scooby/Mythos-Scooby-SpookySpaceKook.jpg	default	Monster	Lesser Independent		1				New Aeon											Add 1 point to the value of this card if your opponent is in a Country/Gate Location. Joins other Spooky Space Kooks.	Scooby	Scooby	playerNDeck
Scooby_Scooby719	The Black Knight	mythos/scooby/Mythos-Scooby-TheBlackKnight.jpg	default	Monster	Lesser Independent		1															Add 1 point to the value of this card at Night.	Scooby	Scooby	playerNDeck
Scooby_Scooby720	The Creeper	mythos/scooby/Mythos-Scooby-TheCreeper.jpg	default	Monster	Living dead		1															Add 1 point to the value of this card while your Current Location is a Cemetary.	Scooby	Scooby	playerNDeck
Scooby_Scooby721	The Wax Phantom	mythos/scooby/Mythos-Scooby-TheWaxPhantom.jpg	default	Monster	Lesser Independent		2																Scooby	Scooby	playerNDeck
Scooby_Scooby722	The Willawaw	mythos/scooby/Mythos-Scooby-TheWillawaw.jpg	default	Monster	Lesser Independent		1															Add 2 points to the value of this card if your opponent is at an Outside Location.	Scooby	Scooby	playerNDeck
Scooby_Scooby723	The Witchdoctor	mythos/scooby/Mythos-Scooby-TheWitchdoctor.jpg	default	Monster	Lesser Independent		1	-1														For each Witchdoctor suvriving the Cosmic Battle, Bury a random Artifact of Target Investigator.	Scooby	Scooby	playerNDeck
Scooby_Scooby724	Zombie	mythos/scooby/Mythos-Scooby-Zombie.jpg	default	Monster	Living Dead		1															If any Alies are lost in Combat involving a Zombie, begin next Round with one Zombie card face-down in your Threat. (forms a new threat). Joins Living Dead.	Scooby	Scooby	playerNDeck
Scooby_Scooby801	Command of Elias Kingston	mythos/scooby/Mythos-Scooby-CommandOfEliasKingston.jpg	default	Spell	Eye			-1														Target Investigator must Flip random Ally. Spend 1 additional Sanity Point to cause Target Investigator to instead Bury Random Ally lacking the Corrupt Attribute.	Scooby	Scooby	playerNDeck
Scooby_Scooby802	Levitate	mythos/scooby/Mythos-Scooby-Levitate.jpg	default	Spell	Folk			-1														Travvel to any Location as if Walking. May not travel between Regions or Exotic Locations	Scooby	Scooby	playerNDeck
Scooby_Scooby803	Morbid Repose	mythos/scooby/Mythos-Scooby-MorbidRepose.jpg	default	Spell	Death			-1														Randomly choose and Flip face-down half (round up) of Target Opponent's Allies as if suffering the effects of an Epidemic.	Scooby	Scooby	playerNDeck
Scooby_Scooby901	Crystalomancy	mythos/scooby/Mythos-Scooby-Crystalomancy.jpg	default	Tome	Eye, Death	English	2	-1														While this card is in play, all invisible Living Dead Monsters in a Directed Threat are visible.	Scooby	Scooby	playerNDeck
Scooby_Scooby902	Four Cryptical Books of Zen Tuo	mythos/scooby/Mythos-Scooby-FourCrypticalBooksOfZenTuo.jpg	default	Tome	Folk	Chineese	1				New Aeon												Scooby	Scooby	playerNDeck
Scooby_Scooby903	Necrononmicon Doo edition	mythos/scooby/Mythos-Scooby-NecrononmiconDooEdition.jpg	default	Tome	Eye, Death,  Cthulhu, Yellow Sign	Latin	2	-3			New Aeon											Spend 1 Sanity point to turn one Steadfast Ally to a Corrupt Ally. Spend 2 Sanity points to play an Ally card face-down as a Monster becoming part of your Threat.	Scooby	Scooby	playerNDeck
Scooby_Scooby904	Sea Myths & monsters	mythos/scooby/Mythos-Scooby-SeaMythsMonsters.jpg	default	Tome	Eye, Cthulhu	Latin	2	-2														When this Tome is in play, increase the total value of your Threat by 1 point if your opponent is at a Location wth the Water attribute.	Scooby	Scooby	playerNDeck
Scooby_Scooby905	The Dynasty of Ankah	mythos/scooby/Mythos-Scooby-TheDynastyOfAnkah.jpg	default	Tome	Eye	Arabic	1	-1														May Immediately play Coin of Ankah with no Sanity Cost	Scooby	Scooby	playerNDeck
Scooby_Scooby906	The Old Bell	mythos/scooby/Mythos-Scooby-TheOldBell.jpg	default	Tome	Water, Cthulhu	English	2	-1															Scooby	Scooby	playerNDeck
Scooby_Scooby907	Witchcraft Made Easy	mythos/scooby/Mythos-Scooby-WitchcraftMadeEasy.jpg	default	Tome	Death	English	2	-1			New Aeon												Scooby	Scooby	playerNDeck
StdC_StdC101	Alone in the World	mythos/standard-corrupted/Mythos-StandardCorrupted-AloneInTheWorld.jpg	default	Adventure	Mythos Experience		7	2													F	Some people are paranoid to PHOBIA levels. They carry a WEAPON and are always afraid of an AMBUSH. Skulking about in CEMETERY LOCATIONS (two different cards) they often become CORRUPT CULTISTs and summon blasphemous horrors, such as the SERVITOR OF THE OUTER GODS, in THE FORGOTTEN CRYPT.	Standard Corrupted	StdC	playerNDeck
StdC_StdC102	Questionable Judgement	mythos/standard-corrupted/Mythos-StandardCorrupted-QuestionableJudgement.jpg	default	Adventure	Mythos Experience		5	1													F	It all begain in a boring LIBRARY. All those books waiting to be sorted. There must be a better way� but wait � that must TOME. Wow, is it old! It reveals TWO GATE LOCATIONS (in different cities) where one can summon a MONSTER. The tome also contains a blasphemous SPELL, completing the training of a new CORRUPT CULTIST	Standard Corrupted	StdC	playerNDeck
StdC_StdC103	The Price	mythos/standard-corrupted/Mythos-StandardCorrupted-ThePrice.jpg	default	Adventure	Corrupt Adventure		8	3													F	By summoning a SERVITOR MONSTER, a CORRUPT CULTIST captures a STEADFAST ALLY from a KINSGPORT LOCATION. Taking him to dark N'KAI, the Cultist uses an ENCHANTED KNIFE for his unspeakable ceremony. From the smoke of burning incense, ancient TULZSCHA is brought forth.	Standard Corrupted	StdC	playerNDeck
StdC_StdC104	Whispers in Darkness	mythos/standard-corrupted/Mythos-StandardCorrupted-WhispersInDarkness.jpg	default	Adventure	Corrupt Adventure		8	3													F	The letter came from HENRY W. AKELEY. His tales were corroborated by the strange TOME and SPEECH MACHINE in his package. Traveling by CAR to the LONELY AKELEY FARMHOUSE revealed strange buzzing sounds from the building. Inside, Henry was conversing with N'GAH-KTHUN, planning a GOVERNMENTAL COVER-UP.	Standard Corrupted	StdC	playerNDeck
StdC_StdC202	Dr. Allen	mythos/standard-corrupted/Mythos-StandardCorrupted-DrAllen.jpg	default	Ally	Corrupt Cultist	English, Glyph	2	-1		Unique			Lovecraft	Providence							F	Can know any one Spell. Bury Spell in your Story Deck after it is cast. Joins Gomes	Standard Corrupted	StdC	playerNDeck
StdC_StdC203	Gomes	mythos/standard-corrupted/Mythos-StandardCorrupted-Gomes.jpg	default	Ally	Corrupt Cultist	Knows No languages	2						Lovecraft	Providence							F	While this card is in play, subtract one from the Minimum number of cards that you keep in your hand. Not cumulative with other Allies that lower your Minimum. Joins Dr. Allen	Standard Corrupted	StdC	playerNDeck
StdC_StdC204	Henry W. Akeley	mythos/standard-corrupted/Mythos-StandardCorrupted-HenryWAkeley.jpg	default	Ally	Corrupt Cultist & Scholar	English, Greek & Glyph	1						Lovecraft	Vermont							F	Add 1 point to the value of this card whenever you have a Country Location as the top card of your Story Deck.	Standard Corrupted	StdC	playerNDeck
StdC_StdC201	Miss Anna Tilton	mythos/standard-corrupted/Mythos-StandardCorrupted-MissAnnaTilton.jpg	default	Ally	Steadfast Friend	English	1	1					Lovecraft	Vermont							F	While this card is in play, on a later turn you may assign to Mis Anna tilton, curator of the Historical Society, one Artifact card at any Location. This Artifact remains with Anna and suffers any fate that Anna suffers. The Artifact may be replaced with another, if lost.	Standard Corrupted	StdC	playerNDeck
StdC_StdC205	Ray Stuckey	mythos/standard-corrupted/Mythos-StandardCorrupted-RayStuckey.jpg	default	Ally	Corrupt Police Detective	English	3						Lovecraft	Arkham							F	Protection from Police Investigation and from cards that cause you to lose Artifacts and Tomes. At the moment when you would lose an Artifact or Tome, you may choose to Bury this card instead. Your opponent must then Bury his or her card.	Standard Corrupted	StdC	playerNDeck
StdC_StdC206	Squire Sawyer Whateley	mythos/standard-corrupted/Mythos-StandardCorrupted-SquireSawyerWhateley.jpg	default	Ally	Steadfast Gentleman	English	2						Lovecraft	Any Country							F	While this card is in play, add one to the Maximum number of cards that you may keep in your Hand. Cumulative with other Allies that raise your Maximum.	Standard Corrupted	StdC	playerNDeck
StdC_StdC301	.32 Revolver	mythos/standard-corrupted/Mythos-StandardCorrupted-32Revolver.jpg	default	Artifact	Weapon		2	1													F	Add 2 points to Ally's value. One Weapon per Ally. If Ally is Discarded or Buried, this revolver suffers the same fate.	Standard Corrupted	StdC	playerNDeck
StdC_StdC302	Enchanted Knife	mythos/standard-corrupted/Mythos-StandardCorrupted-EnchantedKnife.jpg	default	Artifact	Enchanted Weapon		1														F	Add 1 point to Ally's value. One Weapon per Ally. If Ally is Discarded or Buried, this revolver suffers the same fate.	Standard Corrupted	StdC	playerNDeck
StdC_StdC303	Speech Machine	mythos/standard-corrupted/Mythos-StandardCorrupted-SpeechMachine.jpg	default	Artifact				-1		Unique											F	This Artifact has constant effect. While this cadr is in play, increase the value of all your Mi-Go and Mi-Go Leaders by 1 point each.	Standard Corrupted	StdC	playerNDeck
StdC_StdC304	The Two Scepters	mythos/standard-corrupted/Mythos-StandardCorrupted-TheTwoScepters.jpg	default	Artifact	Enchanted Weapon																F	As long as the wielder is chosen as a Defending Ally, he raises the card value of all other Corrupt Defending Allies by 1 point per card. Not cumulative with another Ally's Command Ability.	Standard Corrupted	StdC	playerNDeck
