databaseId	name	imageUrl	cardBack	type	category	set	officialSet	brigade	strength	toughness	class	identifier	rarity	reference	alignment	legality	text	loadGroupId
T2C__018-The-Realm-of-Greece-R	The Realm of Greece	redemption/t2c/Redemption-T2C-TheRealmOfGreece.jpg	default	Fortress	Fortress	T2C	Times to Come						Rare	Daniel 11:2	Evil	Rotation	Each upkeep, you may take a black Daniel card (or an evil Greek) from Reserve. While 2 or more Heroes are in battle, protect Greeks from Heroes.	playerNDeck
T2C__019-The-Restored-Land-R	The Restored Land	redemption/t2c/Redemption-T2C-TheRestoredLand.jpg	default	Fortress	Fortress	T2C	Times to Come						Rare	Ezekiel 38:8	Good	Rotation	If your O.T. prophet attacks, you may discard an Evil Character from a deck. Protect good O.T. prophets in territory from opponents.	playerNDeck
T2C__020-Lost-Soul-Forgotten-R	Lost Soul "Forgotten" [Ezekiel 34:4]	redemption/t2c/Redemption-T2C-LostSoulForgottenEzekiel344.jpg	default	Lost Soul	Lost Soul	T2C	Times to Come					["Forgotten"]	Rare	Ezekiel 34:4	Neutral	Rotation	While 2 or more Heroes are in battle, prevent good Enhancements.	playerNDeck
T2C__021-Lost-Soul-Idolaters	Lost Soul "Idolaters" [Daniel 3:7]	redemption/t2c/Redemption-T2C-LostSoulIdolatersDaniel37.jpg	default	Lost Soul	Lost Soul	T2C	Times to Come					["Idolaters"]	Common	Daniel 3:7	Neutral	Rotation	While a player controls an idol, evil O.T. Enhancements they play in battle cannot be prevented.	playerNDeck
T2C__022-Lost-Soul-Stubborn	Lost Soul "Stubborn" [Daniel 9:6]	redemption/t2c/Redemption-T2C-LostSoulStubbornDaniel96.jpg	default	Lost Soul	Lost Soul	T2C	Times to Come					["Stubborn"]	Common	Daniel 9:6	Neutral	Rotation	Protect this card from rescue (except by a prophet).	playerNDeck
T2C__023-Lost-Soul-Contempt	Lost Soul "Contempt" [Daniel 12:2]	redemption/t2c/Redemption-T2C-LostSoulContemptDaniel122.jpg	default	Lost Soul	Lost Soul	T2C	Times to Come					["Contempt"]	Common	Daniel 12:2	Neutral	Rotation	If put in play, you may underdeck a different Daniel Lost Soul. If an opponent rescues a Lost Soul, you may underdeck a Daniel Lost Soul.	playerNDeck
T2C__024-Rulers-over-Earth	Rulers over Earth	redemption/t2c/Redemption-T2C-RulersOverEarth.jpg	default	Fortress/Evil Character	Evil Character	T2C	Times to Come	Brown	4	3	Warrior	[Evil Character is generic] Persian	Common	Daniel 2:39	Evil	Rotation	F: If your Persian blocks, you may take an evil Daniel card from Reserve. / EC: May band to a Persian, or you may draw 2.	playerNDeck
T2C__025-Perfidy-R	Perfidy	redemption/t2c/Redemption-T2C-Perfidy.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	T2C	Times to Come	Green (Brown)	6 (0)	2 (6)			Rare	Isaiah 24:16	Neutral	Rotation	Reveal a hand: You may reserve an Enhancement. If 4 or more brigades are revealed, repeat 1 time.	playerNDeck
T2C__026-Return-to-Fight	Return to Fight	redemption/t2c/Redemption-T2C-ReturnToFight.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	T2C	Times to Come	Silver (Black)	5 (1)	1 (5)			Common	Daniel 10:20	Neutral	Rotation	Interrupt the battle. Character may band to an O.T. character of matching brigade from deck or Reserve.	playerNDeck
T2C__027-Measured-Mien-R	Measured Mien	redemption/t2c/Redemption-T2C-MeasuredMien.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	T2C	Times to Come	White (Crimson)	4 (0)	0 (4)		[X = # of cards underdecked by this card]	Rare	Daniel 1:13	Neutral	Rotation	Underdeck any number of cards from hand to draw X. You may play an O.T. Enhancement. Cannot be interrupted.	playerNDeck
T2C__028-Micahel-the-Guardian-UR	Michael, the Guardian	redemption/t2c/Redemption-T2C-MichaelTheGuardian.jpg	default	Hero	Hero	T2C	Times to Come	Silver/White	12	8	Warrior	Angel	Ultra-Rare	Daniel 12:1	Good	Rotation	If your Daniel Hero is harmed, you may topdeck it instead. May band to a Daniel human and/or an O.T. angel. Cannot be negated.	playerNDeck
T2C__029-Shattered-and-Scorched	Shattered and Scorched	redemption/t2c/Redemption-T2C-ShatteredAndScorched.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Silver/White	5	2			Common	Daniel 7:11	Good	Rotation	Negate and banish an evil card (except a human). If used by Michael or Daniel, repeat up to 1 time. Cannot be negated if used by a Daniel Hero.	playerNDeck
T2C__030-Amos-of-Tekoa	Amos of Tekoa	redemption/t2c/Redemption-T2C-AmosOfTekoa.jpg	default	Hero	Hero	T2C	Times to Come	Green	9	3		Minor Prophet	Common	Amos 1:1	Good	Rotation	You may discard an evil Enhancement from a deck or shuffle an evil card (except a Dominant) controlled by each player. Cannot be interrupted.	playerNDeck
T2C__031-Isaiah-Son-of-Amoz	Isaiah, Son of Amoz	redemption/t2c/Redemption-T2C-IsaiahSonOfAmoz.jpg	default	Hero	Hero	T2C	Times to Come	Green	X	6		[X = # of your Isaiah Heroes] Major Prophet, Musician	Common	Isaiah 2:1	Good	Rotation	Once per battle, if a good O.T. Dominant is played, you may shuffle an evil card in a territory. May band to an Isaiah Hero, or you may draw X (limit 3). Cannot be negated.	playerNDeck
T2C__032-Ezekiel-Sign-from-God	Ezekiel, Sign from God	redemption/t2c/Redemption-T2C-EzekielSignFromGod.jpg	default	Hero	Hero	T2C	Times to Come	Green	5	10		Major Prophet, Priest	Common	Ezekiel 24:24	Good	Rotation	Look at opponent's hand: Topdeck an evil card (except a single-brigade evil card). May band to an Ezekiel Hero. Cannot be interrupted.	playerNDeck
T2C__033-Zechariah-the-Predictor	Zechariah, the Seer	redemption/t2c/Redemption-T2C-ZechariahTheSeer.jpg	default	Hero	Hero	T2C	Times to Come	Green	4	9		Minor Prophet, Postexilic, Zerubbabel’s Temple Priest	Common	Zechariah 7:1	Good	Rotation	You may reveal a good Dominant from hand to protect Heroes from harm. May band to a minor prophet or a Zechariah Hero.	playerNDeck
T2C__034-Malachi-the-Loved	Malachi, the Loved	redemption/t2c/Redemption-T2C-MalachiTheLoved.jpg	default	Hero	Hero	T2C	Times to Come	Green	3	5		Minor Prophet	Common	Malachi 1:1	Good	Rotation	You may look at the top 4 cards of deck: Take up to 1. You may underdeck the rest. May band to a minor prophet.	playerNDeck
T2C__035-Joel-Son-of-Pethuel-R	Joel, Son of Pethuel	redemption/t2c/Redemption-T2C-JoelSonOfPethuel.jpg	default	Hero	Hero	T2C	Times to Come	Green	2	12		[X = # of cards shuffled by this card] Minor Prophet	Rare	Joel 1:1	Good	Rotation	You may shuffle up to 7 cards from hand to draw X. Once per game, you may play and convert an evil human from a deck. Cannot be negated.	playerNDeck
T2C__036-Jeremiah-the-Weeper-R	Jeremiah, the Weeper	redemption/t2c/Redemption-T2C-JeremiahTheWeeper.jpg	default	Hero	Hero	T2C	Times to Come	Green	1	11		Major Prophet, Solomon’s Temple Priest	Rare	Jeremiah 25:13	Good	Rotation	Paralyze Evil Characters with strength 5 or less this turn. While alone, reveal Reserve: May use Enhancements from Reserve.	playerNDeck
T2C__037-Pride-Laid-Low-R	Pride Laid Low	redemption/t2c/Redemption-T2C-PrideLaidLow.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Green	7	0		Involves music	Rare	Isaiah 25:11	Good	Rotation	Each player must select 1 card from their hand. Restrict players from playing cards (except the card they selected) from hand.	playerNDeck
T2C__038-The-Lord-Dwells	The Lord Dwells	redemption/t2c/Redemption-T2C-TheLordDwells.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Green	6	1		[X = # of brigades in opponent’s discard pile]	Common	Joel 3:21	Good	Rotation	Interrupt the battle. Shuffle up to X evil cards. Cannot be prevented if used by Joel.	playerNDeck
T2C__039-The-Lord-Calls	The Lord Calls	redemption/t2c/Redemption-T2C-TheLordCalls.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Green	5	2			Common	Jeremiah 33:1	Good	Rotation	Interrupt the battle. Protect Heroes in battle from harm. If played from Reserve, you may draw 3.	playerNDeck
T2C__040-Worship-at-Jerusalem	Worship at Jerusalem	redemption/t2c/Redemption-T2C-WorshipAtJerusalem.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Green	4	2			Common	Zechariah 14:17	Good	Rotation	Opponent must shuffle an evil card from hand. O.T. prophet may band to an O.T. Hero.	playerNDeck
T2C__041-The-Former-Forgotten	The Former Forgotten	redemption/t2c/Redemption-T2C-TheFormerForgotten.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Green	3	4			Common	Isaiah 65:17	Good	Rotation	Reserve all evil cards in battle. If used by an Isaiah Hero, you may take an O.T. green Enhancement from discard pile.	playerNDeck
T2C__042-Enjoy-Their-Hands	Enjoy Their Hands	redemption/t2c/Redemption-T2C-EnjoyTheirHands.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Green	2	5			Common	Isaiah 65:22	Good	Rotation	Negate an evil card. Reveal a hand: You may play an Enhancement regardless of brigade.	playerNDeck
T2C__043-Last-Days	Last Days	redemption/t2c/Redemption-T2C-LastDays.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Green	1	6			Common	Ezekiel 38:16	Good	Rotation	Shuffle an Evil Character. If used by Ezekiel, repeat up to 3 times. Cannot be prevented.	playerNDeck
T2C__044-Gabriel-Sent-by-God-R	Gabriel, Sent by God	redemption/t2c/Redemption-T2C-GabrielSentByGod.jpg	default	Hero	Hero	T2C	Times to Come	Silver	10	10		Prophet	Rare	Daniel 8:16	Good	Rotation	You may discard an evil Enhancement from a deck. May band to a Daniel human. Cannot be negated.	playerNDeck
T2C__045-Patrollers-of-the-Earth	Patrollers of the Earth	redemption/t2c/Redemption-T2C-PatrollersOfTheEarth.jpg	default	Hero	Hero	T2C	Times to Come	Silver	9	6	Warrior	[X = # of your Zechariah Heroes] Generic	Common	Zechariah 1:10	Good	Rotation	You may draw X (limit 3) or exchange up to X cards from hand with an equal number of good O.T. cards from Reserve. Cannot be negated.	playerNDeck
T2C__046-The-Interceder-R	The Interceder	redemption/t2c/Redemption-T2C-TheInterceder.jpg	default	Hero	Hero	T2C	Times to Come	Silver	9	3	Territory	[Unity: Heroes (Daniel reference)]	Rare	Daniel 3:28	Good	Rotation	If your Hero is harmed, you may add this card to battle. While a Hero is in battle, you may reserve this card to negate an evil card.	playerNDeck
T2C__047-The-Heavenly-Watcher	The Heavenly Watcher	redemption/t2c/Redemption-T2C-TheHeavenlyWatcher.jpg	default	Hero	Hero	T2C	Times to Come	Silver	7	2			Common	Daniel 4:23	Good	Rotation	Negate evil band abilities. You may underdeck an Artifact, evil Fortress or evil Enhancement.	playerNDeck
T2C__048-Relayer-of-Messages	Relayer of Messages	redemption/t2c/Redemption-T2C-RelayerOfMessages.jpg	default	Hero	Hero	T2C	Times to Come	Silver	6	6		Generic	Common	Zechariah 2:3	Good	Rotation	May band to a Zechariah Hero, or you may take a good O.T. Enhancement from deck or Reserve. Cannot be negated.	playerNDeck
T2C__049-The-Angel-of-His-Presence	The Angel of His Presence [T2C]	redemption/t2c/Redemption-T2C-TheAngelOfHisPresenceT2C.jpg	default	Hero	Hero	T2C	Times to Come	Silver	5	7	Territory		Common	Isaiah 63:9	Good	Rotation	While no good Enhancement is in battle, protect Isaiah Heroes from harm. If attacking, look at the top 7 cards of deck: Take up to 1 good card.	playerNDeck
T2C__050-Seraph	Seraph [T2C]	redemption/t2c/Redemption-T2C-SeraphT2C.jpg	default	Hero	Hero	T2C	Times to Come	Silver	4	5		Generic	Common	Isaiah 6:3	Good	Rotation	May band to an O.T. prophet or Isaiah Hero, or you may play an Isaiah Hero from deck.	playerNDeck
T2C__051-Cherubim1	Cherubim [Blake]	redemption/t2c/Redemption-T2C-CherubimBlake.jpg	default	Hero	Hero	T2C	Times to Come	Silver	4	4		Generic	Common	Ezekiel 1:5	Good	Rotation	You may draw 1 or restrict players from searching any Reserve. May band to Cherubim, an O.T. green prophet or a clay priest.	playerNDeck
T2C__052-Cherubim2	Cherubim [Unknown]	redemption/t2c/Redemption-T2C-CherubimUnknown.jpg	default	Hero	Hero	T2C	Times to Come	Silver	4	4		Generic	Common	Ezekiel 1:5	Good	Rotation	Opponent may topdeck an evil card from hand. If they do not, you may topdeck their evil card. May band to an Ezekiel Hero.	playerNDeck
T2C__053-Servants-by-the-River	Servants by the River [T2C]	redemption/t2c/Redemption-T2C-ServantsByTheRiverT2C.jpg	default	Hero	Hero	T2C	Times to Come	Silver	2	5		Generic	Common	Daniel 12:5	Good	Rotation	Negate an evil card. You may look at the top 3 cards of a deck: You may underdeck them. If another Daniel Hero is in battle, repeat 1 time.	playerNDeck
T2C__054-Surveying-Spirit	Surveying Spirit	redemption/t2c/Redemption-T2C-SurveyingSpirit.jpg	default	Hero	Hero	T2C	Times to Come	Silver	1	2		Generic	Common	Zechariah 2:2	Good	Rotation	Reveal all hands: You may shuffle an evil card from the hand with the most revealed evil brigades. Regardless of protect abilities.	playerNDeck
T2C__055-Do-Not-Question-R	Do Not Question	redemption/t2c/Redemption-T2C-DoNotQuestion.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Silver	7	0			Rare	Daniel 4:35	Good	Rotation	Negate evil Enhancements. If all Heroes in battle do not share a book, negate other good Enhancements.	playerNDeck
T2C__056-Behold-the-Lord	Behold the Lord	redemption/t2c/Redemption-T2C-BeholdTheLord.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Silver	4	1			Common	Isaiah 24:1	Good	Rotation	Shuffle all Evil Characters in battle and opponent’s evil Fortresses.	playerNDeck
T2C__057-Jerusalem-Filled	Jerusalem Filled	redemption/t2c/Redemption-T2C-JerusalemFilled.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Silver	2	4			Common	Zechariah 2:4	Good	Rotation	If used by a Zechariah Hero, interrupt the battle. O.T. Hero may band to up to 2 Heroes from each player.	playerNDeck
T2C__058-Delivered-from-Distress	Delivered from Distress	redemption/t2c/Redemption-T2C-DeliveredFromDistress.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	Silver	1	5			Common	Isaiah 63:9	Good	Rotation	You may play an O.T. Hero from deck. Hero may band to an O.T. Hero.	playerNDeck
T2C__059-Daniel-the-Treasured-R	Daniel, the Treasured	redemption/t2c/Redemption-T2C-DanielTheTreasured.jpg	default	Hero	Hero	T2C	Times to Come	White	12	4		Major Prophet	Rare	Daniel 10:11	Good	Rotation	Protect Daniel Heroes from harm. May band to a Daniel Hero. If alone, you may choose an Evil Character to block. Cannot be prevented.	playerNDeck
T2C__060-Eternal-Believers	Eternal Believers	redemption/t2c/Redemption-T2C-EternalBelievers.jpg	default	Hero	Hero	T2C	Times to Come	White	10	10		Generic	Common	Daniel 12:1	Good	Rotation	May band to a generic Daniel human, or you may take a good Daniel card from deck.	playerNDeck
T2C__061-Meshach	Meshach (Mishael) [T2C]	redemption/t2c/Redemption-T2C-MeshachMishaelT2C.jpg	default	Hero	Hero	T2C	Times to Come	White	9	4		[X = # of your Daniel Heroes in battle]	Common	Daniel 1:7	Good	Rotation	Protect hands, decks and Reserves from opponent. May band to a Daniel human, or you may draw X (limit 3).	playerNDeck
T2C__062-Shadrach	Shadrach (Hananiah) [T2C]	redemption/t2c/Redemption-T2C-ShadrachHananiahT2C.jpg	default	Hero	Hero	T2C	Times to Come	White	5	6		[X = # of your Daniel Heroes in battle]	Common	Daniel 1:7	Good	Rotation	Prevent Enhancements with strength X or less. May band to a Daniel human, or you may look at a hand.	playerNDeck
T2C__063-Leaders-for-the-Lord	Leaders for the Lord	redemption/t2c/Redemption-T2C-LeadersForTheLord.jpg	default	Hero	Hero	T2C	Times to Come	White	4	8		Generic	Common	Daniel 12:3	Good	Rotation	Negate neutral cards (except Daniel cards). May band to a generic Daniel human, or you may take a good Daniel card from Reserve.	playerNDeck
T2C__064-Servants-of-the-King1	Servants of the King [River]	redemption/t2c/Redemption-T2C-ServantsOfTheKingRiver.jpg	default	Hero	Hero	T2C	Times to Come	White	3	3		Generic	Common	Daniel 7:10	Good	Rotation	You may reveal the top 7 cards of a deck: Play a Lost Soul and deck's owner may take a good Enhancement. Cannot be interrupted.	playerNDeck
T2C__065-Servants-of-the-King2	Servants of the King [Sky]	redemption/t2c/Redemption-T2C-ServantsOfTheKingSky.jpg	default	Hero	Hero	T2C	Times to Come	White	2	7		Generic	Common	Daniel 7:14	Good	Rotation	You may bounce a human. May band to a generic Daniel human, or you may draw 2.	playerNDeck
T2C__066-Abed-nego-R	Abed-nego (Azariah) [T2C]	redemption/t2c/Redemption-T2C-AbedNegoAzariahT2C.jpg	default	Hero	Hero	T2C	Times to Come	White	1	7			Rare	Daniel 1:7	Good	Rotation	May band to a Daniel human, or you may play a Daniel human from deck. Good cards with “repeat” in the special ability cannot be prevented.	playerNDeck
T2C__067-Prayer-over-Power	Prayer over Power	redemption/t2c/Redemption-T2C-PrayerOverPower.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	White	7	0			Common	Daniel 6:10	Good	Rotation	Negate an evil card and you may draw 1. If used by a Daniel Hero, repeat up to 2 times. Cannot be negated.	playerNDeck
T2C__068-Rescued-from-Lions	Rescued from Lions	redemption/t2c/Redemption-T2C-RescuedFromLions.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	White	6	1			Common	Daniel 6:16	Good	Rotation	Negate a card. You may take a Daniel Hero from deck. You may reveal a good Dominant from hand to repeat 1 time.	playerNDeck
T2C__069-Seeking-Compassion	Seeking Compassion	redemption/t2c/Redemption-T2C-SeekingCompassion.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	White	5	2			Common	Daniel 2:18	Good	Rotation	Reserve an evil card. You may take a good O.T. Dominant from deck or a good Daniel card from Reserve.	playerNDeck
T2C__070-Four-in-the-Fire	Four in the Fire	redemption/t2c/Redemption-T2C-FourInTheFire.jpg	default	Good Enhancement	Good Enhancement	T2C	Times to Come	White	4	0			Common	Daniel 3:25	Good	Rotation	Interrupt the battle. Protect O.T. Heroes from harm. Lone Daniel Hero may band to up to 3 O.T. Heroes.	playerNDeck
